Barcode	cell_types	UMAP_1	UMAP_2
BC002447-1	Tregs	-4.4200	0.1446
BC000040-1	Naive	3.2728	-0.2048
BC000916-1	Th2	0.0385	3.8944
BC002429-1	Tregs	-5.0259	0.0783
BC000852-1	Th2	-0.7269	4.3880
BC002189-1	Th17	-2.1390	3.9521
BC002849-1	Act_circ	-2.1966	-4.0494
BC001694-1	Th17	-4.9446	3.8058
BC001272-1	Th17	-3.1503	3.8807
BC001237-1	Th17	-4.0008	3.2255
BC000772-1	Tfh	2.4209	4.2811
BC002854-1	Act_circ	-3.2862	-3.8998
BC000384-1	Naive	5.5826	-0.0884
BC000320-1	Naive	5.0236	0.3112
BC001608-1	Th17	-3.8370	2.2345
BC001426-1	Th17	-3.1560	2.8190
BC000913-1	Th2	-0.4767	4.9878
BC002688-1	Tregs	-3.5063	0.9435
BC003793-1	Act2	3.3841	-4.0052
BC000421-1	Naive	5.9711	-0.4901
BC001355-1	Th17	-2.6325	2.6438
BC001567-1	Th17	-3.5945	4.2947
BC000778-1	Tfh	3.9389	3.1624
BC001395-1	Th17	-3.9213	3.8250
BC000440-1	Naive	5.1139	0.3419
BC001580-1	Th17	-3.9096	3.1221
BC003746-1	Act2	4.2068	-3.5333
BC002948-1	Act_circ	-3.8144	-3.0073
BC000633-1	Tfh	2.5189	2.8731
BC000900-1	Th2	-1.5556	5.3948
BC002168-1	Th17	-3.4259	1.9743
BC002008-1	Th17	-4.5883	3.1693
BC002717-1	Tregs	-5.1234	0.0997
BC001104-1	Th2	0.0236	5.5598
BC002083-1	Th17	-2.6990	2.7261
BC000490-1	Tfh	2.9930	4.6687
BC002888-1	Act_circ	-4.5376	-4.2947
BC000139-1	Naive	5.7923	0.5168
BC003138-1	Th_CTL_like	1.1298	-5.8767
BC003462-1	Act2	4.5076	-4.7690
BC002807-1	Act_circ	-3.0664	-3.7538
BC002601-1	Tregs	-4.4556	0.7483
BC002170-1	Th17	-3.0896	3.3768
BC001488-1	Th17	-5.4095	2.4654
BC002863-1	Act_circ	-4.3418	-3.9046
BC001893-1	Th17	-3.3322	3.7915
BC001810-1	Th17	-3.0654	3.2535
BC002328-1	Th17	-1.7731	4.0840
BC001151-1	Th17	-4.2046	4.3787
BC000706-1	Tfh	3.0274	3.1294
BC003310-1	Th_CTL_like	0.4241	-4.7544
BC001017-1	Th2	0.0219	5.3461
BC002999-1	Act_circ	-4.5779	-3.3620
BC002057-1	Th17	-3.5343	4.6613
BC001979-1	Th17	-2.9857	3.9562
BC001420-1	Th17	-3.4142	3.5070
BC000604-1	Tfh	3.9864	4.0343
BC001461-1	Th17	-2.8304	2.2670
BC003592-1	Act2	1.3292	-4.3520
BC003011-1	Act_circ	-2.5898	-3.9564
BC003189-1	Th_CTL_like	0.4035	-5.2397
BC003090-1	Act_circ	-3.9595	-3.0782
BC001408-1	Th17	-4.0367	4.6581
BC000618-1	Tfh	3.7490	3.0583
BC002890-1	Act_circ	-3.3214	-3.5595
BC000591-1	Tfh	2.3629	2.5888
BC000986-1	Th2	-0.6567	5.6374
BC002734-1	Act_circ	-3.4849	-3.3137
BC000941-1	Th2	0.9671	5.1168
BC001011-1	Th2	-0.7910	5.9495
BC000041-1	Naive	5.9765	0.0899
BC002715-1	Tregs	-6.1423	0.6292
BC000305-1	Naive	5.9351	-0.5447
BC000199-1	Naive	4.4336	-1.9043
BC000503-1	Tfh	3.5221	4.0348
BC003759-1	Act2	3.0532	-3.6334
BC001605-1	Th17	-2.5627	3.6702
BC002767-1	Act_circ	-3.7405	-3.7402
BC003855-1	Act2	2.5795	-3.4630
BC000996-1	Th2	-0.1302	4.5333
BC003368-1	Th_CTL_like	0.1295	-4.8812
BC003372-1	Th_CTL_like	0.3121	-6.0370
BC002812-1	Act_circ	-3.5479	-3.0028
BC003271-1	Th_CTL_like	-1.5243	-5.2047
BC003123-1	Th_CTL_like	0.6254	-5.9097
BC000600-1	Tfh	4.2741	3.9152
BC001299-1	Th17	-3.8290	3.4915
BC003676-1	Act2	1.8703	-2.3805
BC002253-1	Th17	-2.9121	3.9014
BC000243-1	Naive	5.6162	-0.4423
BC003809-1	Act2	2.8900	-4.1490
BC000584-1	Tfh	3.2492	3.8176
BC003851-1	Act2	3.9026	-3.2939
BC002679-1	Tregs	-4.3756	0.3352
BC002236-1	Th17	-3.0371	3.4175
BC001141-1	Th2	0.6120	3.9115
BC000205-1	Naive	4.2792	-0.6324
BC003928-1	Act2	2.7678	-3.2861
BC003377-1	Th_CTL_like	1.0425	-5.4145
BC002279-1	Th17	-3.8705	3.0348
BC002697-1	Tregs	-5.6250	-0.1435
BC002096-1	Th17	-3.3101	4.0331
BC000364-1	Naive	4.8925	0.6734
BC001556-1	Th17	-3.7308	3.1337
BC002199-1	Th17	-4.2502	3.1556
BC001261-1	Th17	-4.4802	3.4797
BC001958-1	Th17	-2.6959	2.9771
BC002524-1	Tregs	-3.7500	-1.4469
BC000921-1	Th2	-0.1858	6.7538
BC000788-1	Tfh	3.6241	4.7509
BC003554-1	Act2	2.8640	-4.6633
BC001353-1	Th17	-3.8983	3.9671
BC002130-1	Th17	-4.3915	2.8114
BC003515-1	Act2	2.8620	-3.5233
BC001328-1	Th17	-3.2652	4.1054
BC003450-1	Act2	5.1477	-3.9209
BC002381-1	Tregs	-5.1836	-0.2536
BC002361-1	Th17	-3.7283	3.5184
BC002956-1	Act_circ	-3.6701	-4.5397
BC003742-1	Act2	4.2674	-4.4833
BC000703-1	Tfh	4.2730	4.3740
BC000747-1	Tfh	4.9438	3.6178
BC002118-1	Th17	-3.4560	3.2822
BC000163-1	Naive	3.1806	0.1493
BC003559-1	Act2	3.0240	-3.4727
BC003313-1	Th_CTL_like	0.3474	-5.1267
BC000345-1	Naive	5.8935	0.3088
BC002934-1	Act_circ	-3.2301	-3.0942
BC003334-1	Th_CTL_like	0.5258	-4.6720
BC001507-1	Th17	-3.2241	4.3447
BC000783-1	Tfh	3.2476	3.1041
BC002173-1	Th17	-2.9316	3.0915
BC000190-1	Naive	4.3206	-1.0759
BC001665-1	Th17	-4.5887	3.4295
BC000901-1	Th2	-0.6592	3.6766
BC001657-1	Th17	-4.9702	4.5223
BC002399-1	Tregs	-4.5835	-0.3985
BC000115-1	Naive	4.6239	-0.0408
BC000583-1	Tfh	3.2406	3.9975
BC000110-1	Naive	5.1240	0.5429
BC001100-1	Th2	-1.8488	4.2919
BC002879-1	Act_circ	-4.7292	-3.8118
BC000400-1	Naive	4.7783	-0.6137
BC001954-1	Th17	-3.4595	2.7770
BC001793-1	Th17	-2.7129	4.2873
BC000432-1	Naive	4.7172	-0.0627
BC003786-1	Act2	4.3586	-3.5129
BC001925-1	Th17	-3.6230	3.8702
BC002716-1	Tregs	-5.2783	0.4718
BC001969-1	Th17	-3.8544	3.7887
BC001804-1	Th17	-2.5798	3.5728
BC000891-1	Th2	0.4688	4.7327
BC002813-1	Act_circ	-3.5527	-3.4068
BC003460-1	Act2	3.2324	-4.4824
BC001153-1	Th17	-3.6652	1.4008
BC000170-1	Naive	5.3578	1.4971
BC000146-1	Naive	5.4285	-0.3724
BC002047-1	Th17	-3.1835	2.9278
BC002647-1	Tregs	-4.7474	0.2268
BC001710-1	Th17	-3.6068	4.1375
BC003403-1	Th_CTL_like	-0.2978	-5.1525
BC000905-1	Th2	0.7864	5.8249
BC000955-1	Th2	0.2834	4.3004
BC000323-1	Naive	4.9759	-0.6501
BC001309-1	Th17	-4.1339	4.2250
BC001009-1	Th2	-0.2020	4.3934
BC002665-1	Tregs	-4.2074	0.2496
BC002640-1	Tregs	-4.6895	-0.5756
BC003979-1	Act2	4.0737	-3.1872
BC000910-1	Th2	0.1970	5.5495
BC002053-1	Th17	-4.3117	3.5478
BC000338-1	Naive	5.2303	0.3421
BC002542-1	Tregs	-4.8570	0.0842
BC002064-1	Th17	-2.8267	4.0444
BC000776-1	Tfh	4.7475	2.0043
BC000946-1	Th2	0.6330	5.0431
BC001663-1	Th17	-4.0037	4.3940
BC002427-1	Tregs	-4.4218	0.3279
BC000471-1	Tfh	3.6579	3.6996
BC000357-1	Naive	4.5384	-0.2381
BC000515-1	Tfh	2.5847	3.3759
BC002778-1	Act_circ	-3.5013	-3.7107
BC002104-1	Th17	-3.5472	2.8254
BC003044-1	Act_circ	-2.4903	-4.3847
BC002656-1	Tregs	-5.3958	-0.7626
BC001396-1	Th17	-2.8033	3.6987
BC003429-1	Th_CTL_like	0.3486	-6.1221
BC000235-1	Naive	5.6258	-0.8129
BC002617-1	Tregs	-5.0259	-0.1107
BC000244-1	Naive	4.1824	0.6299
BC003695-1	Act2	4.0518	-4.5383
BC003182-1	Th_CTL_like	-0.7744	-5.3348
BC003155-1	Th_CTL_like	-0.7913	-6.5645
BC003968-1	Act2	4.0959	-2.6956
BC000932-1	Th2	-0.2101	6.0568
BC002396-1	Tregs	-5.3598	-0.9011
BC003330-1	Th_CTL_like	0.8287	-4.9206
BC002260-1	Th17	-3.5609	3.7683
BC003062-1	Act_circ	-3.1301	-4.2119
BC001826-1	Th17	-4.4564	5.5763
BC003286-1	Th_CTL_like	0.8565	-5.8672
BC003259-1	Th_CTL_like	0.3440	-5.4067
BC003001-1	Act_circ	-3.4473	-3.7904
BC001912-1	Th17	-3.8965	2.7719
BC000206-1	Naive	3.8015	-0.3551
BC002673-1	Tregs	-3.9764	1.5275
BC000142-1	Naive	4.6055	0.3918
BC000286-1	Naive	3.6824	-0.5861
BC000249-1	Naive	6.0202	0.0816
BC003531-1	Act2	2.8502	-4.4657
BC001884-1	Th17	-2.4486	3.7495
BC003864-1	Act2	1.7742	-4.3460
BC001314-1	Th17	-3.1118	3.7828
BC003732-1	Act2	2.3261	-3.5195
BC002195-1	Th17	-3.7294	3.0861
BC002372-1	Th17	-3.7484	4.0563
BC001242-1	Th17	-3.6247	3.2714
BC003066-1	Act_circ	-2.9498	-3.4014
BC003299-1	Th_CTL_like	-0.8110	-3.7309
BC001105-1	Th2	0.5629	5.4660
BC003799-1	Act2	3.1563	-2.3139
BC001321-1	Th17	-3.3531	2.5234
BC000939-1	Th2	0.4288	5.3278
BC001360-1	Th17	-3.6912	3.8089
BC002995-1	Act_circ	-3.9106	-4.1814
BC002257-1	Th17	-2.3004	3.6907
BC001336-1	Th17	-3.2599	2.7846
BC001298-1	Th17	-3.7560	2.7733
BC002736-1	Act_circ	-3.4931	-3.0645
BC000446-1	Naive	5.4423	0.5527
BC002117-1	Th17	-4.3448	4.4864
BC002347-1	Th17	-3.8034	3.3917
BC003196-1	Th_CTL_like	0.0381	-5.1307
BC000522-1	Tfh	4.1432	3.7432
BC001717-1	Th17	-4.6384	4.4513
BC002827-1	Act_circ	-3.7631	-2.6258
BC001188-1	Th17	-3.8722	4.0947
BC003586-1	Act2	4.9048	-4.4101
BC002643-1	Tregs	-5.1067	1.1659
BC003982-1	Act2	2.6946	-2.2685
BC003791-1	Act2	3.0855	-4.1631
BC001225-1	Th17	-4.8946	4.6096
BC003590-1	Act2	4.8832	-3.8803
BC002134-1	Th17	-4.8011	4.7204
BC002475-1	Tregs	-5.3131	-1.7828
BC002805-1	Act_circ	-3.6704	-4.2143
BC000067-1	Naive	4.8275	-0.6616
BC003329-1	Th_CTL_like	0.1245	-4.2282
BC002353-1	Th17	-3.1314	4.0890
BC003744-1	Act2	5.1707	-4.4089
BC000288-1	Naive	5.6627	-1.2491
BC002455-1	Tregs	-5.2761	-0.5027
BC002618-1	Tregs	-6.2524	-0.6069
BC001179-1	Th17	-4.1392	4.5005
BC001084-1	Th2	0.5542	4.3952
BC002063-1	Th17	-4.0435	4.3358
BC003263-1	Th_CTL_like	-0.1325	-5.0810
BC002794-1	Act_circ	-3.3647	-4.0737
BC003026-1	Act_circ	-3.5827	-3.8390
BC000161-1	Naive	4.3318	-1.0041
BC002149-1	Th17	-4.4844	2.3461
BC000159-1	Naive	5.1610	0.6038
BC001619-1	Th17	-3.6144	2.5573
BC003542-1	Act2	4.5409	-2.7938
BC000712-1	Tfh	3.8983	3.6796
BC002533-1	Tregs	-5.0256	-0.3214
BC002982-1	Act_circ	-3.5818	-3.7697
BC003571-1	Act2	3.5399	-3.3510
BC001773-1	Th17	-3.7977	4.2182
BC000873-1	Th2	-0.2114	4.7503
BC001039-1	Th2	0.0083	3.8937
BC003669-1	Act2	3.2051	-2.4346
BC000127-1	Naive	5.6403	-0.8394
BC003837-1	Act2	3.9978	-3.1115
BC002297-1	Th17	-2.9507	3.0785
BC002949-1	Act_circ	-4.5358	-2.6457
BC003051-1	Act_circ	-4.4529	-3.1113
BC000855-1	Th2	0.1204	4.0470
BC001862-1	Th17	-4.6743	3.3133
BC001367-1	Th17	-4.2174	3.7885
BC001901-1	Th17	-3.7102	3.6339
BC000112-1	Naive	5.3468	-1.0573
BC000211-1	Naive	7.0049	-0.2337
BC000948-1	Th2	-0.7043	5.7756
BC002977-1	Act_circ	-3.5085	-3.0554
BC002314-1	Th17	-3.7961	1.7371
BC001295-1	Th17	-3.6973	3.2194
BC001127-1	Th2	-0.8479	5.1628
BC001459-1	Th17	-4.0058	4.2680
BC003359-1	Th_CTL_like	-0.0492	-5.1175
BC001159-1	Th17	-3.6063	3.4371
BC000267-1	Naive	5.2303	-0.5235
BC002787-1	Act_circ	-2.8560	-4.1920
BC001308-1	Th17	-4.4650	3.0747
BC003977-1	Act2	2.4295	-3.9040
BC001695-1	Th17	-3.5748	3.9856
BC003723-1	Act2	3.5661	-2.5181
BC000707-1	Tfh	3.2372	3.4300
BC001421-1	Th17	-2.8098	2.6616
BC003319-1	Th_CTL_like	0.1869	-4.5141
BC002252-1	Th17	-3.0809	4.1433
BC003584-1	Act2	3.5110	-3.6708
BC001693-1	Th17	-4.0568	5.5436
BC001977-1	Th17	-4.0821	3.3988
BC002224-1	Th17	-3.4856	4.2741
BC003353-1	Th_CTL_like	0.4024	-5.3706
BC001589-1	Th17	-2.4142	2.0853
BC003507-1	Act2	2.0982	-2.1602
BC002277-1	Th17	-3.7149	2.8070
BC000556-1	Tfh	3.1802	2.3674
BC002286-1	Th17	-3.8381	3.9433
BC002883-1	Act_circ	-2.9129	-3.0640
BC001546-1	Th17	-4.8791	2.4699
BC003822-1	Act2	3.8944	-3.2801
BC003405-1	Th_CTL_like	0.0039	-4.8770
BC000416-1	Naive	5.5376	-0.4088
BC002400-1	Tregs	-4.1544	0.2563
BC001376-1	Th17	-3.9775	2.4505
BC002862-1	Act_circ	-3.3814	-4.2384
BC002340-1	Th17	-4.6685	4.3809
BC002672-1	Tregs	-4.3915	0.3397
BC001330-1	Th17	-3.0755	3.2811
BC001733-1	Th17	-3.9350	3.6876
BC001401-1	Th17	-4.8228	4.2474
BC002283-1	Th17	-3.1862	4.1095
BC003267-1	Th_CTL_like	-0.0130	-3.3099
BC003957-1	Act2	2.3029	-3.8653
BC002266-1	Th17	-2.4591	3.6812
BC001794-1	Th17	-4.2371	4.8466
BC002027-1	Th17	-3.7646	3.5633
BC002998-1	Act_circ	-3.5085	-3.8205
BC001147-1	Th2	-0.7590	4.7965
BC002302-1	Th17	-3.4370	3.1692
BC000823-1	Tfh	4.3252	2.9110
BC000429-1	Naive	5.6586	0.7340
BC001597-1	Th17	-3.5964	4.1154
BC000016-1	Naive	5.5995	-0.4328
BC002406-1	Tregs	-4.6875	-0.1830
BC001207-1	Th17	-3.3025	3.4169
BC003079-1	Act_circ	-3.7757	-3.5911
BC000867-1	Th2	-0.4123	4.1506
BC000761-1	Tfh	4.1473	2.6841
BC003203-1	Th_CTL_like	-0.7207	-4.0385
BC003631-1	Act2	3.8713	-5.3470
BC003801-1	Act2	2.3458	-3.7106
BC003937-1	Act2	3.6592	-5.0145
BC001738-1	Th17	-3.6225	4.1150
BC002889-1	Act_circ	-4.0919	-5.1868
BC002232-1	Th17	-4.5303	4.0390
BC003866-1	Act2	3.7760	-2.5089
BC000934-1	Th2	0.5293	4.9942
BC001761-1	Th17	-3.1264	2.4466
BC001813-1	Th17	-3.3803	2.6895
BC001871-1	Th17	-3.8670	2.8869
BC001581-1	Th17	-2.2855	4.0038
BC002234-1	Th17	-3.0786	3.8995
BC001163-1	Th17	-4.2328	3.0242
BC001341-1	Th17	-3.9357	3.2948
BC001992-1	Th17	-3.1639	3.8369
BC002602-1	Tregs	-3.1928	-0.4385
BC003656-1	Act2	3.3441	-2.1296
BC001296-1	Th17	-3.4982	3.7446
BC003022-1	Act_circ	-3.8714	-4.7129
BC002393-1	Tregs	-5.4798	0.1576
BC002866-1	Act_circ	-2.3589	-3.9062
BC002869-1	Act_circ	-1.7592	-4.0360
BC001538-1	Th17	-3.7815	3.0670
BC001653-1	Th17	-3.8891	3.6339
BC000154-1	Naive	5.1369	0.7817
BC000404-1	Naive	5.0762	0.2682
BC001795-1	Th17	-3.1602	4.2502
BC003431-1	Th_CTL_like	-0.5466	-5.0132
BC000208-1	Naive	4.5706	0.0920
BC002467-1	Tregs	-4.5125	-0.2505
BC003441-1	Th_CTL_like	-0.1659	-4.9285
BC000329-1	Naive	6.2639	-0.8066
BC000407-1	Naive	5.6510	-0.1019
BC000333-1	Naive	5.8300	0.3467
BC003139-1	Th_CTL_like	-0.6791	-3.4561
BC001859-1	Th17	-3.0689	3.4583
BC002309-1	Th17	-2.9082	3.6806
BC000976-1	Th2	-0.7695	5.8036
BC000993-1	Th2	0.0337	6.2397
BC002025-1	Th17	-2.7073	3.4074
BC003255-1	Th_CTL_like	1.0649	-4.3289
BC003849-1	Act2	3.9277	-3.6369
BC002270-1	Th17	-4.0133	2.5516
BC002951-1	Act_circ	-4.1913	-3.3184
BC001839-1	Th17	-3.9070	3.6484
BC003337-1	Th_CTL_like	0.1984	-5.1292
BC003083-1	Act_circ	-3.6381	-3.1343
BC001892-1	Th17	-3.3988	3.8874
BC001926-1	Th17	-2.9695	3.5222
BC001844-1	Th17	-3.1859	4.3080
BC002701-1	Tregs	-5.4110	0.0001
BC002845-1	Act_circ	-3.3351	-3.9910
BC002135-1	Th17	-4.0194	5.8043
BC001312-1	Th17	-2.9608	2.1942
BC000545-1	Tfh	4.3235	2.9557
BC002639-1	Tregs	-5.2075	0.8179
BC001271-1	Th17	-3.9965	1.8453
BC002223-1	Th17	-4.0924	2.4400
BC000540-1	Tfh	2.9314	3.1464
BC001216-1	Th17	-2.8873	3.6314
BC002582-1	Tregs	-4.2406	0.3884
BC001447-1	Th17	-3.7743	5.0212
BC001273-1	Th17	-3.8168	3.2295
BC003842-1	Act2	4.2119	-3.9699
BC002520-1	Tregs	-5.8486	0.6822
BC000922-1	Th2	-1.4916	4.6328
BC001041-1	Th2	-0.0082	4.5498
BC003149-1	Th_CTL_like	-0.3098	-4.0843
BC002360-1	Th17	-4.3674	3.1447
BC001224-1	Th17	-2.1622	3.2873
BC001505-1	Th17	-3.3488	3.2990
BC000344-1	Naive	5.5906	0.1423
BC003444-1	Th_CTL_like	-0.3271	-4.0327
BC000209-1	Naive	5.4082	0.6942
BC003644-1	Act2	3.5896	-1.8724
BC002861-1	Act_circ	-3.1916	-2.1032
BC000575-1	Tfh	2.7499	3.5418
BC000887-1	Th2	0.1602	5.6224
BC003658-1	Act2	2.2082	-2.9217
BC001144-1	Th2	-0.2008	3.9268
BC001362-1	Th17	-2.9947	4.0261
BC002485-1	Tregs	-4.6030	-1.0392
BC003028-1	Act_circ	-2.5665	-3.2559
BC002217-1	Th17	-3.8659	4.3235
BC000366-1	Naive	4.6005	-0.9769
BC002758-1	Act_circ	-3.1917	-2.3235
BC002887-1	Act_circ	-3.8630	-3.2993
BC002483-1	Tregs	-5.8752	1.1199
BC001258-1	Th17	-3.8836	3.2180
BC003370-1	Th_CTL_like	0.1793	-5.0981
BC003816-1	Act2	4.0069	-3.4420
BC003622-1	Act2	3.5078	-2.9713
BC000056-1	Naive	5.5451	0.6737
BC000358-1	Naive	6.1909	-0.7256
BC002227-1	Th17	-4.6279	4.8986
BC001073-1	Th2	0.0554	5.9664
BC003854-1	Act2	3.7626	-3.3581
BC002634-1	Tregs	-5.0669	0.4180
BC003302-1	Th_CTL_like	-0.0680	-3.7859
BC002894-1	Act_circ	-2.8304	-3.7945
BC000207-1	Naive	4.7749	0.3247
BC003468-1	Act2	3.6553	-3.1673
BC003447-1	Th_CTL_like	0.4159	-5.0553
BC003834-1	Act2	3.8633	-3.4086
BC001646-1	Th17	-3.4205	4.9379
BC003292-1	Th_CTL_like	0.8784	-6.0466
BC003476-1	Act2	3.5676	-4.0451
BC003967-1	Act2	3.5865	-3.4512
BC002502-1	Tregs	-5.1407	-0.3196
BC003127-1	Th_CTL_like	0.9073	-5.1404
BC000255-1	Naive	4.6037	-0.1827
BC002024-1	Th17	-3.7954	2.6464
BC000057-1	Naive	5.7502	-1.0049
BC001219-1	Th17	-3.0193	3.9553
BC001731-1	Th17	-3.0915	2.9615
BC003756-1	Act2	4.6891	-3.7427
BC002642-1	Tregs	-5.4918	-0.5296
BC003439-1	Th_CTL_like	0.4576	-4.8888
BC002975-1	Act_circ	-3.2961	-2.5911
BC003448-1	Th_CTL_like	0.6138	-4.4946
BC000168-1	Naive	4.0558	1.1117
BC002152-1	Th17	-2.7602	3.4268
BC001016-1	Th2	0.9002	5.8222
BC001468-1	Th17	-3.7610	4.1370
BC001585-1	Th17	-2.5843	3.4198
BC000342-1	Naive	4.6787	-2.2031
BC001061-1	Th2	0.9318	5.4152
BC000352-1	Naive	4.5078	0.0023
BC003133-1	Th_CTL_like	0.9393	-4.3695
BC002554-1	Tregs	-3.5648	0.6345
BC003942-1	Act2	3.8802	-3.7137
BC002775-1	Act_circ	-2.9251	-4.3448
BC000681-1	Tfh	3.5469	3.0474
BC000032-1	Naive	4.8945	-1.1626
BC003428-1	Th_CTL_like	-0.4358	-5.3110
BC000097-1	Naive	5.1765	-0.4362
BC003473-1	Act2	2.9133	-3.9641
BC001571-1	Th17	-3.5915	2.9073
BC002342-1	Th17	-4.4164	4.4473
BC003829-1	Act2	2.6793	-2.4270
BC003159-1	Th_CTL_like	-1.4030	-6.3948
BC001800-1	Th17	-3.6825	4.3679
BC002837-1	Act_circ	-3.2309	-3.4719
BC003096-1	Act_circ	-3.9765	-4.6778
BC000257-1	Naive	5.7884	0.1705
BC000568-1	Tfh	3.4493	4.7279
BC000002-1	Naive	5.2972	0.3346
BC000465-1	Naive	3.4298	0.3570
BC000639-1	Tfh	3.0807	4.3102
BC000012-1	Naive	4.5466	0.0167
BC001332-1	Th17	-3.1018	2.7480
BC002079-1	Th17	-3.4922	3.6917
BC000518-1	Tfh	3.0888	2.1897
BC003670-1	Act2	3.1219	-4.2894
BC000814-1	Tfh	3.7193	3.2584
BC003390-1	Th_CTL_like	-0.2285	-5.2778
BC000065-1	Naive	4.9348	-0.1233
BC000406-1	Naive	4.9284	0.4209
BC002074-1	Th17	-3.6128	3.1523
BC000781-1	Tfh	3.0514	3.5993
BC003132-1	Th_CTL_like	-0.3846	-5.9426
BC003426-1	Th_CTL_like	-0.6273	-5.9706
BC000576-1	Tfh	3.0125	3.0854
BC000933-1	Th2	0.9805	4.7897
BC002930-1	Act_circ	-4.1137	-2.9380
BC000221-1	Naive	4.8140	0.4825
BC000987-1	Th2	0.2710	4.5118
BC002068-1	Th17	-2.5805	4.1426
BC001785-1	Th17	-3.5418	2.1259
BC003713-1	Act2	2.3875	-2.7451
BC002864-1	Act_circ	-3.7575	-4.2269
BC001565-1	Th17	-3.9389	2.9722
BC000198-1	Naive	5.9091	0.0737
BC001674-1	Th17	-3.6496	4.0204
BC002410-1	Tregs	-5.0417	1.6080
BC003392-1	Th_CTL_like	-0.7310	-5.2781
BC000640-1	Tfh	4.3449	2.6390
BC003040-1	Act_circ	-3.8264	-4.2865
BC001220-1	Th17	-4.2895	4.0873
BC002107-1	Th17	-2.6711	3.9965
BC001381-1	Th17	-3.4409	3.8403
BC000043-1	Naive	4.4693	-0.0251
BC000476-1	Tfh	3.9779	3.0093
BC003680-1	Act2	3.6653	-3.9914
BC001348-1	Th17	-3.1017	2.9544
BC002726-1	Act_circ	-3.6162	-3.1271
BC003810-1	Act2	4.6471	-3.8153
BC003496-1	Act2	3.9176	-3.0767
BC002123-1	Th17	-3.0939	2.6565
BC000914-1	Th2	0.0190	6.1178
BC001690-1	Th17	-3.2014	4.1758
BC003548-1	Act2	1.9244	-3.3575
BC001490-1	Th17	-2.9483	2.6076
BC002138-1	Th17	-3.8281	2.6984
BC002176-1	Th17	-4.0181	2.8420
BC001438-1	Th17	-4.2521	3.6731
BC002627-1	Tregs	-5.4485	0.0029
BC000834-1	Th2	0.0088	4.5588
BC003479-1	Act2	4.0520	-4.1082
BC001924-1	Th17	-3.4899	3.0535
BC000692-1	Tfh	4.2676	4.0900
BC002391-1	Tregs	-4.8049	-0.5739
BC002468-1	Tregs	-5.1973	1.2814
BC000711-1	Tfh	2.9350	3.1372
BC001650-1	Th17	-2.8133	3.2510
BC000260-1	Naive	4.4752	-0.3086
BC003349-1	Th_CTL_like	-0.3117	-5.1759
BC003802-1	Act2	2.9417	-2.6970
BC001905-1	Th17	-3.7681	3.7101
BC000879-1	Th2	-0.8131	4.2906
BC001645-1	Th17	-3.6319	2.9458
BC000992-1	Th2	0.5151	4.9257
BC002000-1	Th17	-3.6047	3.4818
BC002073-1	Th17	-3.0380	3.0139
BC002382-1	Tregs	-4.2362	0.6295
BC003258-1	Th_CTL_like	0.7673	-5.0807
BC000113-1	Naive	5.2729	0.3348
BC001863-1	Th17	-3.6045	3.6578
BC000167-1	Naive	5.4768	0.7050
BC001783-1	Th17	-3.3657	4.3495
BC003558-1	Act2	3.0011	-4.1210
BC002921-1	Act_circ	-2.3984	-2.1785
BC003614-1	Act2	3.7580	-3.1448
BC000191-1	Naive	4.2489	-1.0240
BC002567-1	Tregs	-4.6745	0.2095
BC000646-1	Tfh	3.9792	3.7291
BC003886-1	Act2	3.7602	-3.7026
BC000708-1	Tfh	5.4008	3.6867
BC001052-1	Th2	-0.3607	5.7451
BC003660-1	Act2	4.3202	-3.1750
BC003020-1	Act_circ	-3.6128	-3.2357
BC000777-1	Tfh	3.1309	4.2590
BC003061-1	Act_circ	-3.8590	-3.7159
BC002595-1	Tregs	-5.0308	0.2478
BC000619-1	Tfh	3.4838	4.1477
BC001218-1	Th17	-3.4197	3.4220
BC002287-1	Th17	-3.2891	3.4411
BC003627-1	Act2	3.3974	-3.3074
BC001790-1	Th17	-4.2183	4.4925
BC003797-1	Act2	3.1678	-2.9109
BC003692-1	Act2	2.8211	-4.5562
BC001288-1	Th17	-3.6520	3.9328
BC001917-1	Th17	-2.7157	3.8425
BC002896-1	Act_circ	-2.9910	-3.2386
BC003221-1	Th_CTL_like	-0.6424	-3.6346
BC000457-1	Naive	4.4644	1.5614
BC000962-1	Th2	1.3732	6.1513
BC003914-1	Act2	4.1766	-3.7556
BC000083-1	Naive	6.5771	0.4622
BC002596-1	Tregs	-3.6546	0.3724
BC003320-1	Th_CTL_like	-0.0690	-5.8960
BC002749-1	Act_circ	-1.7120	-3.5949
BC002476-1	Tregs	-4.2627	-0.9309
BC000698-1	Tfh	5.0606	2.4082
BC003641-1	Act2	3.8680	-3.0979
BC001317-1	Th17	-4.1658	3.9892
BC000314-1	Naive	4.7627	0.8123
BC000399-1	Naive	3.8250	0.4583
BC002174-1	Th17	-4.6799	3.5126
BC002276-1	Th17	-3.7992	4.1756
BC000717-1	Tfh	3.3245	3.6325
BC001617-1	Th17	-3.4054	4.4375
BC000238-1	Naive	4.1200	0.8950
BC001850-1	Th17	-3.6901	3.9087
BC003163-1	Th_CTL_like	0.2901	-4.3853
BC003588-1	Act2	4.7407	-2.8727
BC000559-1	Tfh	4.5443	4.5303
BC003807-1	Act2	4.8179	-3.9763
BC002699-1	Tregs	-3.6298	-0.6515
